titleid,rating,title,isAdult,startYear,runtimeMinutes,genres
tt0003940Father's Flirtation,0,Father's Flirtation,0,1914,\N,Comedy
tt0003941Father's Timepiece,0,Father's Timepiece,0,1914,\N,Comedy
tt0003942Fatty Again,0,Fatty Again,0,1914,\N,Comedy
tt0003943Fatty and Minnie He-Haw,4.8,Fatty and Minnie He-Haw,0,1914,\N,Comedy
tt0003944Fatty and the Heiress,0,Fatty and the Heiress,0,1914,\N,Comedy
tt0003945Fatty's Debut,0,Fatty's Debut,0,1914,\N,Comedy
tt0003946Fatty's Finish,0,Fatty's Finish,0,1914,\N,Comedy
tt0003947Fatty's Gift,0,Fatty's Gift,0,1914,\N,Comedy
tt0003948Fatty's Jonah Day,4.8,Fatty's Jonah Day,0,1914,\N,Comedy
tt0003949Fatty's Magic Pants,5.2,Fatty's Magic Pants,0,1914,12,Comedy
tt0003950Fatty's Wine Party,0,Fatty's Wine Party,0,1914,\N,Comedy
tt0003951Fatum,0,Fatum,0,1915,70,\N
tt0003952Fantômas: The False Magistrate,6.7,Fantômas: The False Magistrate,0,1914,70,Crime
tt0003953The Female Cop,0,The Female Cop,0,1914,6,Comedy
tt0003954La festa del Blat,0,La festa del Blat,0,1914,\N,\N
tt0003955Fiestas del Coso Blanco en Tarragona,0,Fiestas del Coso Blanco en Tarragona,0,1914,\N,Documentary
tt0003956The Fifth Man,0,The Fifth Man,0,1914,\N,Short
tt0003958The Fight for the Great Black Diamond,0,The Fight for the Great Black Diamond,0,1914,\N,\N
tt0003959Fighting Death,0,Fighting Death,0,1914,36,Drama
tt0003960Loyalty,5.6,Loyalty,0,1914,68,\N
tt0003961A Film Johnnie,5.6,A Film Johnnie,0,1914,15,Comedy
tt0003962The Finger of Destiny,0,The Finger of Destiny,0,1914,23,Drama
tt0003963Finger Prints,0,Finger Prints,0,1914,22,Short
tt0003964Finish,0,Finish,0,1914,\N,Short
tt0003965Fire and Sword,6.9,Fire and Sword,0,1914,\N,Adventure
tt0003966Fires of Conscience,0,Fires of Conscience,0,1914,11,Drama
tt0003967The Perfect Thirty-Six,0,The Perfect Thirty-Six,0,1914,\N,Comedy
tt0003968A Flash in the Dark,0,A Flash in the Dark,0,1914,10,Drama
tt0003969A Flirt's Mistake,5.3,A Flirt's Mistake,0,1914,8,Comedy
tt0003970The Flirt,0,The Flirt,0,1914,\N,Drama
tt0003971The Flooding and Opening of the Panama Canal,0,The Flooding and Opening of the Panama Canal,0,1914,\N,Documentary
tt0003972The Floor Above,4.5,The Floor Above,0,1914,40,Mystery
tt0003973A Florida Enchantment,5.8,A Florida Enchantment,0,1914,63,Comedy
tt0003974Florida Historic Scenes and Florida in Mid-Winter,0,Florida Historic Scenes and Florida in Mid-Winter,0,1914,\N,Documentary
tt0003975The Flower of Faith,0,The Flower of Faith,0,1914,\N,Short
tt0003977The Folly of Revenge,0,The Folly of Revenge,0,1916,50,Drama
tt0003978She Wanted a Car,4.3,She Wanted a Car,0,1914,\N,Comedy
tt0003979A Fool and His Money,0,A Fool and His Money,0,1914,11,Comedy
tt0003980For Her Father's Sins,5.6,For Her Father's Sins,0,1914,\N,Drama
tt0003981For His Master,0,For His Master,0,1914,20,Drama
tt0003982For Those Unborn,5,For Those Unborn,0,1914,\N,Drama
tt0003983For a Woman,0,For a Woman,0,1914,11,Drama
tt0003985The Forbidden Room,0,The Forbidden Room,0,1914,\N,Drama
tt0003986Forcing Dad's Consent,0,Forcing Dad's Consent,0,1914,\N,Comedy
tt0003988The Fortune Hunter,0,The Fortune Hunter,0,1914,\N,Comedy
tt0003989Four Minutes Late,0,Four Minutes Late,0,1914,\N,Drama
tt0003990Four Thirteen,0,Four Thirteen,0,1914,\N,Drama
tt0003991Frederick the Great,0,Frederick the Great,0,1914,20,Biography
tt0003992Fridolín,0,Fridolín,0,1915,34,Short
tt0003993The Fringe of War,0,The Fringe of War,0,1914,\N,Drama
tt0003994Frou Frou,0,Frou Frou,0,1914,\N,Drama
tt0003995The Fruit of Evil,0,The Fruit of Evil,0,1914,11,Drama
tt0003996Miss Soapsuds,6.3,Miss Soapsuds,0,1914,10,Short
tt0003997La fuerza del mal,0,La fuerza del mal,0,1914,\N,\N
tt0003998Future Revealed by the Lines of the Feet,5.7,Future Revealed by the Lines of the Feet,0,1914,7,Animation
tt0003999För sin kärleks skull,0,För sin kärleks skull,0,1914,64,Drama
tt0004000The Gamblers,0,The Gamblers,0,1914,\N,Drama
tt0004001A Gambling Rube,0,A Gambling Rube,0,1914,\N,Comedy
tt0004002The Gangsters of New York,6.4,The Gangsters of New York,0,1914,44,Crime
tt0004003Gatans barn,0,Gatans barn,0,1914,54,Drama
tt0004004Heilig recht,0,Heilig recht,0,1914,\N,Drama
tt0004005Gentleman Burglar,0,Gentleman Burglar,0,1914,20,Comedy
tt0004006A Gentleman from Mississippi,0,A Gentleman from Mississippi,0,1914,50,Drama
tt0004007Gentlemen of Nerve,5.6,Gentlemen of Nerve,0,1914,16,Comedy
tt0004008Gertie the Dinosaur,7.1,Gertie the Dinosaur,0,1913,12,Animation
tt0004009Das Geschenk des Inders,0,Das Geschenk des Inders,0,1914,\N,\N
tt0004010Get Out and Get Under,0,Get Out and Get Under,0,1914,4,Comedy
tt0004011A Fair Exchange,5.5,A Fair Exchange,0,1914,16,Comedy
tt0004012Getting Reuben Back,0,Getting Reuben Back,0,1914,6,Comedy
tt0004013The Ghost Breaker,5.2,The Ghost Breaker,0,1914,60,Adventure
tt0004015The Ghost,0,The Ghost,0,1913,\N,Drama
tt0004016The Giants-White Sox Tour,4.6,The Giants-White Sox Tour,0,1914,\N,Documentary
tt0004017The Girl from Prosperity,0,The Girl from Prosperity,0,1914,20,Comedy
tt0004018The Girl in Pants,0,The Girl in Pants,0,1914,\N,Comedy
tt0004019A Girl of the People,0,A Girl of the People,0,1914,\N,Drama
tt0004020The Girl of the Seasons,0,The Girl of the Seasons,0,1914,\N,Comedy
tt0004021La gitanilla,0,La gitanilla,0,1914,\N,\N
tt0004022Julius Caesar,6.2,Julius Caesar,0,1914,112,Drama
tt0004023A Glimpse of Los Angeles,0,A Glimpse of Los Angeles,0,1914,6,Comedy
tt0004024Going Some,0,Going Some,0,1914,5,Comedy
tt0004025The Going of the White Swan,0,The Going of the White Swan,0,1914,\N,Drama
tt0004026The Golem,6.8,The Golem,0,1914,60,Horror
tt0004027A Good Little Devil,5.9,A Good Little Devil,0,1914,50,Drama
tt0004028The Good-for-Nothing,4.1,The Good-for-Nothing,0,1914,44,Comedy
tt0004029Goodbye Summer,0,Goodbye Summer,0,1914,\N,Drama
tt0004030Goodness Gracious,8.4,Goodness Gracious,0,1914,29,Comedy
tt0004031The Governor's Ghost,0,The Governor's Ghost,0,1914,\N,Drama
tt0004032Grand Opera in Rubeville,0,Grand Opera in Rubeville,0,1914,\N,Drama
tt0004033The Grand Passion,0,The Grand Passion,0,1914,11,Comedy
tt0004034Grandes regatas en Barcelona,0,Grandes regatas en Barcelona,0,1914,\N,Documentary
tt0004035Granny,0,Granny,0,1914,10,Drama
tt0004036A Grateful Outcast,0,A Grateful Outcast,0,1914,11,Drama
tt0004037The Great Diamond Robbery,0,The Great Diamond Robbery,0,1914,\N,Drama
tt0004038The Great Leap: Until Death Do Us Part,0,The Great Leap: Until Death Do Us Part,0,1914,\N,Drama
tt0004039The Great Toe Mystery,5.5,The Great Toe Mystery,0,1914,11,Comedy
tt0004040The Greater Devotion,0,The Greater Devotion,0,1914,10,Drama
tt0004041The Greedy Neighbor,0,The Greedy Neighbor,0,1914,\N,Animation
tt0004042The Green Rose,0,The Green Rose,0,1914,\N,Drama
tt0004043The Greyhound,0,The Greyhound,0,1914,\N,Crime
tt0004044Guardian of Virtue,0,Guardian of Virtue,0,1914,\N,\N
tt0004045The Gunman,0,The Gunman,0,1914,\N,Drama
tt0004046A Gypsy Romance,0,A Gypsy Romance,0,1914,11,Drama
tt0004047Half Breed,0,Half Breed,0,1913,69,Drama
tt0004048Ham the Piano Mover,0,Ham the Piano Mover,0,1914,\N,Comedy
tt0004049Hamlet,0,Hamlet,0,1914,\N,Drama
tt0004050The Hand of Destiny,0,The Hand of Destiny,0,1914,7,Drama
tt0004051Happy-Go-Lucky,0,Happy-Go-Lucky,0,1914,\N,Comedy
tt0004052The Hazards of Helen,7,The Hazards of Helen,0,1914,1428,Action
tt0004053He Loved the Ladies,0,He Loved the Ladies,0,1916,\N,Comedy
tt0004054He Never Knew,0,He Never Knew,0,1914,22,Drama
tt0004055Heart of the Hills,0,Heart of the Hills,0,1914,\N,Drama
tt0004056The Heart of the Night Wind,0,The Heart of the Night Wind,0,1914,\N,Drama
tt0004057Hearts Adrift,6.3,Hearts Adrift,0,1914,38,Romance
tt0004058Hearts United,0,Hearts United,0,1914,\N,Drama
tt0004059Hearts and Clubs,0,Hearts and Clubs,0,1915,\N,Comedy
tt0004060Hearts and Diamonds,5.1,Hearts and Diamonds,0,1914,33,Comedy
tt0004061Hearts and Flowers,0,Hearts and Flowers,0,1914,\N,Drama
tt0004062Hearts and Masks,0,Hearts and Masks,0,1914,\N,Drama
tt0004063Hearts of Oak,0,Hearts of Oak,0,1914,\N,Drama
tt0004064Hello Mabel,5.2,Hello Mabel,0,1914,\N,Comedy
tt0004065A Helpful Sisterhood,5.6,A Helpful Sisterhood,0,1914,19,Drama
tt0004066Sealed Orders,6.8,Sealed Orders,0,1914,84,Drama
tt0004067Her Awakening,0,Her Awakening,0,1914,\N,Drama
tt0004068Her Awakening,0,Her Awakening,0,1914,\N,Drama
tt0004069Her Bounty,0,Her Bounty,0,1914,\N,Drama
tt0004070Her Duty,0,Her Duty,0,1914,10,Drama
tt0004071Her Escape,0,Her Escape,0,1914,\N,Drama
tt0004072Her Father's Silent Partner,0,Her Father's Silent Partner,0,1914,10,Drama
tt0004073Her First Lesson,0,Her First Lesson,0,1914,\N,Comedy
tt0004074Her Friend the Bandit,5.7,Her Friend the Bandit,0,1914,16,Comedy
tt0004075Her Grave Mistake,0,Her Grave Mistake,0,1914,\N,Romance
tt0004076Her Last Chance,0,Her Last Chance,0,1914,\N,Comedy
tt0004077Her Life's Story,0,Her Life's Story,0,1914,\N,Drama
tt0004078Her Luck in London,0,Her Luck in London,0,1914,\N,Crime
tt0004079Her Mother's Necklace,0,Her Mother's Necklace,0,1914,20,Drama
tt0004080Her New Hat,0,Her New Hat,0,1914,\N,Comedy
tt0004081Her Old Teacher,0,Her Old Teacher,0,1914,10,Drama
tt0004083Her Way,0,Her Way,0,1914,11,Comedy
tt0004084The Heroine of Mons,0,The Heroine of Mons,0,1914,\N,Drama
tt0004085The Hidden Letters,0,The Hidden Letters,0,1914,\N,Drama
tt0004086The Higher Law,0,The Higher Law,0,1914,\N,Drama
tt0004087His Ancestors,0,His Ancestors,0,1914,\N,Animation
tt0004088His Big Chance,0,His Big Chance,0,1914,\N,Drama
tt0004089His Enemy,0,His Enemy,0,1914,\N,Drama
tt0004090His Father's House,0,His Father's House,0,1914,11,Drama
tt0004091His Favorite Pastime,5,His Favorite Pastime,0,1914,16,Comedy
tt0004092His Fight,0,His Fight,0,1914,\N,Action
tt0004093His Grandchild,0,His Grandchild,0,1914,12,Drama
tt0004094His Halted Career,0,His Halted Career,0,1914,\N,Comedy
tt0004095His Holiness the Late Pope Pius X and the Vatican,0,His Holiness the Late Pope Pius X and the Vatican,0,1914,\N,Documentary
tt0004096His Hour of Manhood,0,His Hour of Manhood,0,1914,20,Short
tt0004097His Last Dollar,0,His Last Dollar,0,1914,\N,Comedy
tt0004098His Little Page,0,His Little Page,0,1914,11,Comedy
tt0004099The New Wizard of Oz,5.3,The New Wizard of Oz,0,1914,59,Adventure
tt0004100His Musical Career,6,His Musical Career,0,1914,16,Comedy
tt0004101His New Profession,5.9,His New Profession,0,1914,16,Comedy
tt0004102His Prehistoric Past,5.3,His Prehistoric Past,0,1914,22,Comedy
tt0004103His Return,0,His Return,0,1915,\N,Drama
tt0004104His Second Childhood,0,His Second Childhood,0,1914,\N,Comedy
tt0004105His Sob Story,0,His Sob Story,0,1914,23,Drama
tt0004106His Taking Ways,0,His Taking Ways,0,1914,\N,Comedy
tt0004107His Talented Wife,0,His Talented Wife,0,1914,\N,Comedy
tt0004108His Trysting Place,6.2,His Trysting Place,0,1914,32,Comedy
tt0004109Hjärtan som mötas,0,Hjärtan som mötas,0,1914,38,Short
tt0004110Hogan's Annual Spree,0,Hogan's Annual Spree,0,1914,\N,Comedy
tt0004111The Hold-Up,0,The Hold-Up,0,1914,11,Drama
tt0004112Hombre o mujer,0,Hombre o mujer,0,1914,\N,Comedy
tt0004114Homenaje a Lanuza,0,Homenaje a Lanuza,0,1914,\N,Documentary
tt0004115The Honeymooners,0,The Honeymooners,0,1914,\N,Comedy
tt0004116The Honor of the Mounted,0,The Honor of the Mounted,0,1914,14,Drama
tt0004117Hook and Hand,0,Hook and Hand,0,1914,36,Crime
tt0004118The Hoosier Schoolmaster,0,The Hoosier Schoolmaster,0,1914,\N,Drama
tt0004119The Hopes of Blind Alley,0,The Hopes of Blind Alley,0,1914,\N,Drama
tt0004120The Horse Wrangler,0,The Horse Wrangler,0,1914,\N,Romance
tt0004121Der Hund von Baskerville,5.5,Der Hund von Baskerville,0,1914,65,Crime
tt0004123The Hour and the Man,0,The Hour and the Man,0,1914,20,Drama
tt0004124The Hour of Reckoning,0,The Hour of Reckoning,0,1914,\N,Drama
tt0004125The House Next Door,3,The House Next Door,0,1914,\N,Drama
tt0004126The House of Bondage,0,The House of Bondage,0,1914,\N,Drama
tt0004127How God Came to Sonny Boy,0,How God Came to Sonny Boy,0,1914,11,Drama
tt0004128How Heroes Are Made,0,How Heroes Are Made,0,1914,\N,Comedy
tt0004129How the German General Signed a Pact with the Devil,0,How the German General Signed a Pact with the Devil,0,1914,\N,\N
tt0004130The Human Bloodhound,0,The Human Bloodhound,0,1914,\N,Drama
tt0004131The Hunchback,0,The Hunchback,0,1914,20,Drama
tt0004132The Hungry Actors,0,The Hungry Actors,0,1915,20,Comedy
tt0004133A Hunting Absurdity,0,A Hunting Absurdity,0,1914,\N,Animation
tt0004134Hypocrites,6.4,Hypocrites,0,1915,54,Drama
tt0004135Högfjällets dotter,0,Högfjällets dotter,0,1914,32,Drama
tt0004136I kammerherrens klæder,0,I kammerherrens klæder,0,1914,\N,Comedy
tt0004137The Idler,0,The Idler,0,1914,50,\N
tt0004138The Idol of Paris,0,The Idol of Paris,0,1914,\N,Crime
tt0004139If I Were Young Again,0,If I Were Young Again,0,1914,\N,Drama
tt0004140Ill Starred Babbie,0,Ill Starred Babbie,0,1914,\N,\N
tt0004141Im Schützengraben,0,Im Schützengraben,0,1914,\N,\N
tt0004142Imar the Servitor,0,Imar the Servitor,0,1914,\N,Drama
tt0004143In Bridal Attire,0,In Bridal Attire,0,1914,\N,Comedy
tt0004144In Defiance of the Law,0,In Defiance of the Law,0,1914,\N,Action
tt0004145In Her Sleep,0,In Her Sleep,0,1914,\N,Comedy
tt0004146In the Clutches of the Gang,7.9,In the Clutches of the Gang,0,1914,\N,Comedy
tt0004147The Battling British,0,The Battling British,0,1914,\N,Drama
tt0004149In the Glare of the Lights,0,In the Glare of the Lights,0,1914,\N,Drama
tt0004150In the Land of the Head Hunters,5.8,In the Land of the Head Hunters,0,1914,65,Drama
tt0004151In the Latin Quarter,0,In the Latin Quarter,0,1915,\N,Drama
tt0004152In the Name of the Prince of Peace,0,In the Name of the Prince of Peace,0,1914,\N,War
tt0004153In the Sage Brush Country,0,In the Sage Brush Country,0,1914,20,Short
tt0004154An Incompetent Hero,5.5,An Incompetent Hero,0,1914,\N,Comedy
tt0004155The Indian Wars,0,The Indian Wars,0,1914,\N,History
tt0004156L'infirmière,0,L'infirmière,0,1914,\N,\N
tt0004157The Informer,0,The Informer,0,1914,\N,Drama
tt0004158Inquisitive Ike,0,Inquisitive Ike,0,1914,\N,Comedy
tt0004159The Interference of Broncho Billy,0,The Interference of Broncho Billy,0,1914,\N,Action
tt0004160An Interrupted Nap,0,An Interrupted Nap,0,1914,\N,Animation
tt0004161The Intruder,0,The Intruder,0,1914,\N,Drama
tt0004162La intrusa,0,La intrusa,0,1914,\N,Drama
tt0004163The Invisible Power,0,The Invisible Power,0,1914,\N,Drama
tt0004164Ireland a Nation,3.6,Ireland a Nation,0,1914,50,Drama
tt0004165It May Come to This,0,It May Come to This,0,1914,\N,Comedy
tt0004166It's a Long Long Way to Tipperary,0,It's a Long Long Way to Tipperary,0,1914,\N,Drama
tt0004167Jane Eyre,8,Jane Eyre,0,1914,50,Drama
tt0004168Je vais me faire raser,5.1,Je vais me faire raser,0,1914,11,Short
tt0004169Jess,0,Jess,0,1914,\N,Drama
tt0004170Jess of the Mountain Country,0,Jess of the Mountain Country,0,1914,\N,Drama
tt0004171Jim,0,Jim,0,1914,\N,Drama
tt0004172Jim Cameron's Wife,0,Jim Cameron's Wife,0,1914,20,Drama
tt0004173Jimmy,0,Jimmy,0,1914,\N,Comedy
tt0004174Jimmy Hayes and Muriel,0,Jimmy Hayes and Muriel,0,1914,10,Short
tt0004175John Barleycorn,0,John Barleycorn,0,1914,\N,Drama
tt0004176John Rance Gentleman,6.8,John Rance Gentleman,0,1914,21,Drama
tt0004177Joliet Prison Joliet Ill.,0,Joliet Prison Joliet Ill.,0,1914,\N,Documentary
tt0004178Joseph and His Coat of Many Colors,0,Joseph and His Coat of Many Colors,0,1914,\N,Drama
tt0004179Joseph in the Land of Egypt,5.5,Joseph in the Land of Egypt,0,1914,52,Drama
tt0004180The Judge's Wife,0,The Judge's Wife,0,1914,\N,Drama
tt0004181Judith of Bethulia,6.2,Judith of Bethulia,0,1914,61,Drama
tt0004182The Jungle,7,The Jungle,0,1914,\N,Drama
tt0004184The Kangaroo,0,The Kangaroo,0,1914,\N,Drama
tt0004185Kate,0,Kate,0,1914,40,Drama
tt0004186The Keeper of the Light,0,The Keeper of the Light,0,1914,\N,Drama
tt0004187Keeping a Husband,0,Keeping a Husband,0,1914,\N,Comedy
tt0004188The Key to Yesterday,0,The Key to Yesterday,0,1914,\N,Drama
tt0004189Kid Auto Races at Venice,5.7,Kid Auto Races at Venice,0,1914,11,Comedy
tt0004190Kill That Fly,0,Kill That Fly,0,1914,8,Comedy
tt0004191Killing Horace,0,Killing Horace,0,1914,\N,Comedy
tt0004192The King of the Bowery,0,The King of the Bowery,0,1914,\N,Drama
tt0004193The Kiss,4.8,The Kiss,0,1914,\N,Drama
tt0004194The Knockout,5.7,The Knockout,0,1914,27,Comedy
tt0004195Krates,0,Krates,0,1913,\N,\N
tt0004196Kreytserova sonata,5.8,Kreytserova sonata,0,1914,42,Drama
tt0004197Den kulørte slavehandler,0,Den kulørte slavehandler,0,1914,\N,\N
tt0004198Kärlek starkare än hat eller Skogsdotterns hemlighet,0,Kärlek starkare än hat eller Skogsdotterns hemlighet,0,1914,30,Drama
tt0004199The Borrowed Babies,4.1,The Borrowed Babies,0,1915,\N,Comedy
tt0004200Lache Bajazzo,0,Lache Bajazzo,0,1915,\N,\N
tt0004201The Ladies' War,0,The Ladies' War,0,1914,\N,Comedy
tt0004202The Lady Doctor,0,The Lady Doctor,0,1914,\N,Comedy
tt0004204The Lamb the Woman the Wolf,0,The Lamb the Woman the Wolf,0,1914,30,Drama
tt0004205The Land of the Lost,7.6,The Land of the Lost,0,1914,\N,Drama
tt0004207The Last Egyptian,5.2,The Last Egyptian,0,1914,\N,Adventure
tt0004208The Last Volunteer,5.6,The Last Volunteer,0,1914,74,Drama
tt0004209The Last of the Line,6.4,The Last of the Line,0,1914,20,Drama
tt0004210Laughing Gas,5.6,Laughing Gas,0,1914,16,Comedy
tt0004211Die Launen einer Weltdame,0,Die Launen einer Weltdame,0,1915,\N,Short
tt0004212Leading Lizzie Astray,5.6,Leading Lizzie Astray,0,1914,12,Comedy
tt0004213Leah the Forsaken,0,Leah the Forsaken,0,1912,\N,Drama
tt0004214Lena Rivers,0,Lena Rivers,0,1914,\N,Drama
tt0004215Lena Rivers,0,Lena Rivers,0,1914,\N,Drama
tt0004216The Leopard's Foundling,0,The Leopard's Foundling,0,1914,\N,Drama
tt0004217A Lesson in Mechanics,0,A Lesson in Mechanics,0,1914,10,Comedy
tt0004218El león de la sierra,0,El león de la sierra,0,1914,\N,\N
tt0004219Liberty Belles,0,Liberty Belles,0,1914,30,Comedy
tt0004220The Lie,0,The Lie,0,1914,20,Drama
tt0004221Life in a Western Penitentiary,0,Life in a Western Penitentiary,0,1914,\N,Documentary
tt0004223The Life of General Villa,6.7,The Life of General Villa,0,1914,105,Action
tt0004224Life's Shop Window,0,Life's Shop Window,0,1914,50,Drama
tt0004225The Light Unseen,0,The Light Unseen,0,1914,\N,Drama
tt0004226The Lightning Conductor,0,The Lightning Conductor,0,1914,\N,Comedy
tt0004227Lights and Shadows,0,Lights and Shadows,0,1914,\N,Drama
tt0004228The Lily of the Valley,0,The Lily of the Valley,0,1914,\N,Short
tt0004229Lincoln the Lover,8.2,Lincoln the Lover,0,1914,10,Biography
tt0004230The Line-Up at Police Headquarters,0,The Line-Up at Police Headquarters,0,1914,\N,Drama
tt0004231Linito quiere ser torero,0,Linito quiere ser torero,0,1914,\N,Comedy
tt0004232The Lion and the Mouse,0,The Lion and the Mouse,0,1914,\N,Drama
tt0004233The Lion the Lamb the Man,0,The Lion the Lamb the Man,0,1914,\N,Drama
tt0004234The Little Angel of Canyon Creek,0,The Little Angel of Canyon Creek,0,1914,\N,Western
tt0004235The Little Country Mouse,5.1,The Little Country Mouse,0,1914,11,Drama
tt0004236The Little Gray Lady,0,The Little Gray Lady,0,1914,\N,Drama
tt0004237The Little Jewess,0,The Little Jewess,0,1914,\N,Drama
tt0004238Little Lord Fauntleroy,6.6,Little Lord Fauntleroy,0,1914,\N,Drama
tt0004239A Little Madonna,0,A Little Madonna,0,1914,\N,Drama
tt0004240The Little Matchmaker,0,The Little Matchmaker,0,1915,\N,Drama
tt0004241The Little Señorita,0,The Little Señorita,0,1914,\N,Drama
tt0004242The Little Sister,0,The Little Sister,0,1914,10,Drama
tt0004243The Little Teacher,4.8,The Little Teacher,0,1915,21,Comedy
tt0004244The Littlest Rebel,0,The Littlest Rebel,0,1914,\N,Drama
tt0004245The Livid Flame,0,The Livid Flame,0,1914,\N,Drama
tt0004246Lizzie and the Iceman,0,Lizzie and the Iceman,0,1914,\N,Comedy
tt0004247The Loan Shark King,0,The Loan Shark King,0,1914,\N,Drama
tt0004249Lola,5.2,Lola,0,1914,\N,Drama
tt0004250A Lonely Road,0,A Lonely Road,0,1914,\N,Drama
tt0004251A Lonely Salvation,0,A Lonely Salvation,0,1914,\N,Drama
tt0004252The Lonesome Trail,0,The Lonesome Trail,0,1914,\N,Comedy
tt0004253The Long Arm of the Law,6.9,The Long Arm of the Law,0,1914,\N,Adventure
tt0004254Lord Chumley,0,Lord Chumley,0,1914,40,Drama
tt0004255The Losing Fight,0,The Losing Fight,0,1914,\N,Drama
tt0004256The Loss of the Birkenhead,0,The Loss of the Birkenhead,0,1914,\N,Drama
